order_id,order_date,week_start,year,month,week_number,quarter,customer_id,customer_segment,product_id,product_category,product_name,quantity,unit_price,discount,revenue,margin,city,sales_channel,campaign_name,visits,cart_additions,completed_orders,payment_method,order_status,is_completed,conversion_rate,cart_abandonment_rate
ORD000053,2024-01-05,2024-01-01,2024,1,1,1,C0465,Startup,P078,Cloud Services,Storage Plan Pro Pro,2,819.11,0.0,1638.22,666.76,Cardiff,Online Store,Back-to-Business,57,21,0,Credit Card,Completed,True,0.0,1.0
ORD000054,2024-01-05,2024-01-01,2024,1,1,1,C0104,SMB,P055,Networking,Switch Pro,2,443.92,0.2,710.27,346.61,Leeds,Online Store,Partner Week,5,1,1,Credit Card,Completed,True,0.2,0.0
ORD000055,2024-01-05,2024-01-01,2024,1,1,1,C0465,Startup,P008,Office Supply,Standing Desk,3,113.13,0.0,339.39,81.45,Cardiff,Online Store,Summer Sale,22,3,1,Bank Transfer,Completed,True,0.045454545454545456,0.6666666666666667
ORD000056,2024-01-06,2024-01-01,2024,1,1,1,C0303,Enterprise,P020,Networking,Cable Kit,4,312.02,0.15,1060.87,236.57,Glasgow,Direct,Back-to-Business,26,9,1,Invoice,Completed,True,0.038461538461538464,0.8888888888888888
ORD000057,2024-01-06,2024-01-01,2024,1,1,1,C0465,Startup,P011,Office Supply,Organizer,2,179.1,0.0,358.2,155.82,Cardiff,Partner,Loyalty Drive,35,8,1,PayPal,Completed,True,0.02857142857142857,0.875
ORD000058,2024-01-06,2024-01-01,2024,1,1,1,C0104,SMB,P013,Software,ERP Module,5,1134.0,0.15,4819.5,1363.92,Leeds,Online Store,New Year Deal,20,7,1,Bank Transfer,Completed,True,0.05,0.8571428571428572
ORD000059,2024-01-06,2024-01-01,2024,1,1,1,C0303,Enterprise,P025,Cloud Services,CDN Package Pro,3,445.74,0.0,1337.22,389.13,Glasgow,Online Store,Loyalty Drive,14,5,0,Bank Transfer,Completed,True,0.0,1.0
ORD000060,2024-01-06,2024-01-01,2024,1,1,1,C0465,Startup,P079,Electronics,Laptop Pro,4,397.18,0.1,1429.85,480.43,Cardiff,Marketplace,Partner Week,60,12,1,Bank Transfer,Completed,True,0.016666666666666666,0.9166666666666666
ORD000061,2024-01-06,2024-01-01,2024,1,1,1,C0410,SMB,P041,Software,Security Suite Pro,2,1776.12,0.1,3197.02,1013.46,Dublin,Marketplace,Organic / None,77,14,0,Credit Card,Completed,True,0.0,1.0
ORD000062,2024-01-06,2024-01-01,2024,1,1,1,C0104,SMB,P027,Electronics,Webcam Pro,10,641.9,0.1,5777.1,1946.88,Leeds,Partner,Flash Sale,64,26,0,Invoice,Completed,True,0.0,1.0
ORD000063,2024-01-06,2024-01-01,2024,1,1,1,C0410,SMB,P038,Software,Security Suite Pro,1,1336.32,0.0,1336.32,423.61,Dublin,Online Store,Loyalty Drive,51,10,0,PayPal,Completed,True,0.0,1.0
ORD000064,2024-01-06,2024-01-01,2024,1,1,1,C0465,Startup,P063,Software,Analytics Tool Pro Pro,3,2068.97,0.0,6206.91,1893.11,Cardiff,Direct,New Year Deal,27,8,0,PayPal,Pending,False,0.0,1.0
ORD000065,2024-01-06,2024-01-01,2024,1,1,1,C0104,SMB,P018,Networking,Access Point,2,305.79,0.0,611.58,244.63,Leeds,Marketplace,Spring Promo,40,8,0,Invoice,Completed,True,0.0,1.0
ORD000066,2024-01-06,2024-01-01,2024,1,1,1,C0381,Government,P070,Office Supply,Standing Desk Pro Pro Pro,3,263.74,0.0,791.22,189.89,Leeds,Direct,New Year Deal,8,3,0,PayPal,Pending,False,0.0,1.0
ORD000067,2024-01-06,2024-01-01,2024,1,1,1,C0381,Government,P043,Software,Analytics Tool Pro,1,1835.43,0.0,1835.43,559.81,Leeds,Partner,Spring Promo,35,15,0,Bank Transfer,Completed,True,0.0,1.0
ORD000068,2024-01-06,2024-01-01,2024,1,1,1,C0104,SMB,P009,Office Supply,Notebook,2,153.37,0.05,291.4,136.38,Leeds,Marketplace,Organic / None,40,6,0,Credit Card,Completed,True,0.0,1.0
ORD000069,2024-01-06,2024-01-01,2024,1,1,1,C0303,Enterprise,P047,Networking,Firewall Pro,10,415.46,0.15,3531.41,1126.52,Glasgow,Direct,Organic / None,55,11,1,Credit Card,Completed,True,0.01818181818181818,0.9090909090909091
ORD000070,2024-01-06,2024-01-01,2024,1,1,1,C0104,SMB,P031,Cloud Services,CDN Package Pro,10,489.68,0.0,4896.8,1424.97,Leeds,Partner,Spring Promo,10,1,0,PayPal,Completed,True,0.0,1.0
ORD000071,2024-01-06,2024-01-01,2024,1,1,1,C0104,SMB,P051,Software,CRM License Pro,3,1851.31,0.05,5276.23,1904.72,Leeds,Direct,Partner Week,75,19,1,PayPal,Completed,True,0.013333333333333334,0.9473684210526316
ORD000072,2024-01-06,2024-01-01,2024,1,1,1,C0381,Government,P063,Software,Analytics Tool Pro Pro,1,2068.97,0.0,2068.97,631.04,Leeds,Online Store,Loyalty Drive,24,9,1,PayPal,Completed,True,0.041666666666666664,0.8888888888888888
ORD000073,2024-01-06,2024-01-01,2024,1,1,1,C0381,Government,P007,Office Supply,Desk Chair,1,128.73,0.0,128.73,64.75,Leeds,Direct,Partner Week,38,15,1,Bank Transfer,Completed,True,0.02631578947368421,0.9333333333333333
ORD000074,2024-01-07,2024-01-01,2024,1,1,1,C0104,SMB,P027,Electronics,Webcam Pro,3,641.9,0.0,1925.7,648.96,Leeds,Marketplace,New Year Deal,38,14,1,Bank Transfer,Completed,True,0.02631578947368421,0.9285714285714286
ORD000075,2024-01-07,2024-01-01,2024,1,1,1,C0410,SMB,P040,Networking,Router Pro,5,468.48,0.0,2342.4,995.52,Dublin,Marketplace,New Year Deal,76,23,0,Bank Transfer,Completed,True,0.0,1.0
ORD000076,2024-01-07,2024-01-01,2024,1,1,1,C0465,Startup,P042,Networking,Firewall Pro,2,407.55,0.0,815.1,260.02,Cardiff,Direct,Summer Sale,74,32,1,Credit Card,Completed,True,0.013513513513513514,0.96875
ORD000077,2024-01-07,2024-01-01,2024,1,1,1,C0104,SMB,P008,Office Supply,Standing Desk,2,113.13,0.1,203.63,48.87,Leeds,Online Store,Partner Week,45,5,1,Credit Card,Completed,True,0.022222222222222223,0.8
ORD000078,2024-01-07,2024-01-01,2024,1,1,1,C0303,Enterprise,P033,Cloud Services,CDN Package Pro Pro,1,599.09,0.05,569.14,165.62,Glasgow,Online Store,Organic / None,51,12,0,PayPal,Completed,True,0.0,1.0
ORD000079,2024-01-07,2024-01-01,2024,1,1,1,C0410,SMB,P041,Software,Security Suite Pro,4,1776.12,0.2,5683.58,1801.69,Dublin,Partner,Back-to-Business,65,13,1,Invoice,Completed,True,0.015384615384615385,0.9230769230769231
ORD000080,2024-01-07,2024-01-01,2024,1,1,1,C0410,SMB,P001,Electronics,Laptop,2,264.83,0.05,503.18,169.07,Dublin,Marketplace,Partner Week,79,31,0,Credit Card,Completed,True,0.0,1.0
ORD000081,2024-01-07,2024-01-01,2024,1,1,1,C0410,SMB,P067,Electronics,Monitor Pro,2,393.05,0.2,628.88,145.9,Dublin,Marketplace,Organic / None,38,15,0,Bank Transfer,Completed,True,0.0,1.0
ORD000082,2024-01-07,2024-01-01,2024,1,1,1,C0381,Government,P007,Office Supply,Desk Chair,2,128.73,0.05,244.59,123.03,Leeds,Marketplace,New Year Deal,47,11,0,Credit Card,Completed,True,0.0,1.0
ORD000083,2024-01-07,2024-01-01,2024,1,1,1,C0410,SMB,P011,Office Supply,Organizer,4,179.1,0.0,716.4,311.63,Dublin,Marketplace,Back-to-Business,9,3,1,Credit Card,Completed,True,0.1111111111111111,0.6666666666666667
ORD000084,2024-01-07,2024-01-01,2024,1,1,1,C0410,SMB,P021,Cloud Services,Storage Plan,1,415.03,0.0,415.03,168.92,Dublin,Online Store,Spring Promo,54,6,1,Bank Transfer,Completed,True,0.018518518518518517,0.8333333333333334
ORD000085,2024-01-07,2024-01-01,2024,1,1,1,C0104,SMB,P013,Software,ERP Module,2,1134.0,0.0,2268.0,641.84,Leeds,Direct,Spring Promo,33,12,0,Invoice,Completed,True,0.0,1.0
ORD000086,2024-01-07,2024-01-01,2024,1,1,1,C0410,SMB,P027,Electronics,Webcam Pro,1,641.9,0.0,641.9,216.32,Dublin,Online Store,Loyalty Drive,46,15,0,Credit Card,Completed,True,0.0,1.0
ORD000087,2024-01-07,2024-01-01,2024,1,1,1,C0381,Government,P040,Networking,Router Pro,2,468.48,0.0,936.96,398.21,Leeds,Direct,Back-to-Business,60,6,1,Bank Transfer,Completed,True,0.016666666666666666,0.8333333333333334
ORD000088,2024-01-07,2024-01-01,2024,1,1,1,C0104,SMB,P044,Software,Analytics Tool Pro,3,1804.94,0.1,4873.34,1486.37,Leeds,Marketplace,Flash Sale,53,20,0,Credit Card,Completed,True,0.0,1.0
ORD000089,2024-01-07,2024-01-01,2024,1,1,1,C0381,Government,P049,Networking,Cable Kit Pro Pro,1,538.12,0.0,538.12,120.0,Leeds,Online Store,New Year Deal,48,11,1,Credit Card,Pending,False,0.020833333333333332,0.9090909090909091
ORD000090,2024-01-07,2024-01-01,2024,1,1,1,C0381,Government,P049,Networking,Cable Kit Pro Pro,1,538.12,0.15,457.4,102.0,Leeds,Online Store,Summer Sale,74,32,1,Invoice,Completed,True,0.013513513513513514,0.96875
ORD000091,2024-01-07,2024-01-01,2024,1,1,1,C0104,SMB,P073,Networking,Switch Pro,2,380.83,0.0,761.66,371.69,Leeds,Marketplace,Loyalty Drive,10,3,1,Credit Card,Completed,True,0.1,0.6666666666666667
ORD000092,2024-01-07,2024-01-01,2024,1,1,1,C0465,Startup,P054,Software,ERP Module Pro,1,1378.64,0.1,1240.78,351.14,Cardiff,Marketplace,Organic / None,60,23,1,PayPal,Completed,True,0.016666666666666666,0.9565217391304348
ORD000093,2024-01-07,2024-01-01,2024,1,1,1,C0303,Enterprise,P078,Cloud Services,Storage Plan Pro Pro,2,819.11,0.0,1638.22,666.76,Glasgow,Direct,Summer Sale,33,8,0,PayPal,Completed,True,0.0,1.0
ORD000094,2024-01-08,2024-01-08,2024,1,2,1,C0465,Startup,P054,Software,ERP Module Pro,1,1378.64,0.0,1378.64,390.16,Cardiff,Online Store,New Year Deal,36,13,1,Bank Transfer,Completed,True,0.027777777777777776,0.9230769230769231
ORD000095,2024-01-08,2024-01-08,2024,1,2,1,C0303,Enterprise,P026,Cloud Services,Compute Credits Pro,2,1029.88,0.2,1647.81,667.36,Glasgow,Marketplace,Back-to-Business,68,22,1,Credit Card,Pending,False,0.014705882352941176,0.9545454545454546
ORD000096,2024-01-08,2024-01-08,2024,1,2,1,C0415,SMB,P012,Software,CRM License,3,1432.63,0.0,4297.89,1551.54,Leeds,Marketplace,Back-to-Business,45,6,1,Credit Card,Completed,True,0.022222222222222223,0.8333333333333334
ORD000097,2024-01-08,2024-01-08,2024,1,2,1,C0415,SMB,P035,Office Supply,Organizer Pro,3,219.97,0.0,659.91,287.06,Leeds,Direct,Q4 Push,7,2,1,Credit Card,Completed,True,0.14285714285714285,0.5
ORD000098,2024-01-08,2024-01-08,2024,1,2,1,C0410,SMB,P037,Networking,Firewall Pro,4,388.49,0.0,1553.96,495.71,Dublin,Marketplace,New Year Deal,68,20,1,Bank Transfer,Completed,True,0.014705882352941176,0.95
ORD000099,2024-01-08,2024-01-08,2024,1,2,1,C0478,Enterprise,P060,Office Supply,Pen Set Pro,4,94.84,0.15,322.46,107.38,Leeds,Direct,Partner Week,12,1,1,Bank Transfer,Completed,True,0.08333333333333333,0.0
ORD000100,2024-01-08,2024-01-08,2024,1,2,1,C0104,SMB,P064,Networking,Cable Kit Pro Pro Pro,5,675.89,0.2,2703.56,602.89,Leeds,Marketplace,Spring Promo,60,15,1,Invoice,Completed,True,0.016666666666666666,0.9333333333333333
ORD000101,2024-01-08,2024-01-08,2024,1,2,1,C0303,Enterprise,P016,Networking,Router,2,348.55,0.1,627.39,266.64,Glasgow,Marketplace,Spring Promo,6,1,1,Credit Card,Refunded,False,0.16666666666666666,0.0
ORD000102,2024-01-08,2024-01-08,2024,1,2,1,C0104,SMB,P011,Office Supply,Organizer,5,179.1,0.0,895.5,389.54,Leeds,Marketplace,New Year Deal,64,8,1,Invoice,Cancelled,False,0.015625,0.875
ORD000103,2024-01-08,2024-01-08,2024,1,2,1,C0415,SMB,P078,Cloud Services,Storage Plan Pro Pro,2,819.11,0.15,1392.49,566.74,Leeds,Marketplace,Back-to-Business,24,6,1,Invoice,Pending,False,0.041666666666666664,0.8333333333333334
ORD000104,2024-01-08,2024-01-08,2024,1,2,1,C0415,SMB,P043,Software,Analytics Tool Pro,1,1835.43,0.0,1835.43,559.81,Leeds,Direct,Spring Promo,19,4,1,Bank Transfer,Completed,True,0.05263157894736842,0.75
ORD000105,2024-01-08,2024-01-08,2024,1,2,1,C0478,Enterprise,P030,Office Supply,Notebook Pro,2,224.55,0.0,449.1,210.18,Leeds,Online Store,Spring Promo,24,8,1,Credit Card,Completed,True,0.041666666666666664,0.875
ORD000106,2024-01-08,2024-01-08,2024,1,2,1,C0410,SMB,P046,Office Supply,Standing Desk Pro Pro,5,185.62,0.0,928.1,222.74,Dublin,Partner,Spring Promo,60,16,1,Credit Card,Completed,True,0.016666666666666666,0.9375
ORD000107,2024-01-08,2024-01-08,2024,1,2,1,C0303,Enterprise,P024,Cloud Services,Backup Plan,5,478.69,0.05,2273.78,1011.83,Glasgow,Marketplace,New Year Deal,65,22,0,Bank Transfer,Refunded,False,0.0,1.0
ORD000108,2024-01-08,2024-01-08,2024,1,2,1,C0410,SMB,P014,Software,Analytics Tool,2,1392.78,0.0,2785.56,849.6,Dublin,Direct,Flash Sale,38,3,0,Credit Card,Completed,True,0.0,1.0
ORD000109,2024-01-08,2024-01-08,2024,1,2,1,C0104,SMB,P061,Electronics,Mouse Pro Pro,1,1009.82,0.0,1009.82,291.84,Leeds,Marketplace,Organic / None,23,4,1,Credit Card,Completed,True,0.043478260869565216,0.75
ORD000110,2024-01-08,2024-01-08,2024,1,2,1,C0415,SMB,P028,Electronics,Mouse Pro,1,703.38,0.0,703.38,203.28,Leeds,Marketplace,Summer Sale,21,7,0,Bank Transfer,Cancelled,False,0.0,1.0
ORD000111,2024-01-09,2024-01-08,2024,1,2,1,C0104,SMB,P040,Networking,Router Pro,10,468.48,0.1,4216.32,1791.94,Leeds,Partner,Partner Week,12,1,0,Bank Transfer,Completed,True,0.0,1.0
ORD000112,2024-01-09,2024-01-08,2024,1,2,1,C0465,Startup,P064,Networking,Cable Kit Pro Pro Pro,4,675.89,0.0,2703.56,602.89,Cardiff,Direct,Back-to-Business,61,14,1,Credit Card,Completed,True,0.01639344262295082,0.9285714285714286
ORD000113,2024-01-09,2024-01-08,2024,1,2,1,C0415,SMB,P069,Networking,Cable Kit Pro,4,351.91,0.0,1407.64,313.9,Leeds,Marketplace,Spring Promo,36,14,1,Credit Card,Completed,True,0.027777777777777776,0.9285714285714286
