order_id,customer_id,customer_segment,order_date,week,product_id,product_category,product_name,quantity,unit_price,discount,revenue,margin,city,sales_channel,campaign_name,visits,cart_additions,completed_orders,customer_signup_date,last_purchase_date,payment_method,order_status
ORD000029,C0104,SMB,2024-01-04,2024-01-01,P025,Cloud Services,CDN Package Pro,1,445.74,0.15,378.88,110.25,Leeds,Direct,Loyalty Drive,62,8,1,2024-01-04,2024-01-04,Bank Transfer,Pending
ORD000030,C0381,Government,2024-01-05,2024-01-01,P050,Software,Analytics Tool Pro Pro Pro,5,3708.85,0.0,18544.25,5656.0,Leeds,Online Store,Summer Sale,68,25,1,2024-01-03,2024-01-05,PayPal,Completed
ORD000031,C0303,Enterprise,2024-01-05,2024-01-01,P078,Cloud Services,Storage Plan Pro Pro,2,819.11,0.0,1638.22,666.76,Glasgow,Direct,Q4 Push,69,15,1,2024-01-05,2024-01-05,PayPal,Completed
ORD000032,C0465,Startup,2024-01-05,2024-01-01,P058,Software,ERP Module Pro,5,1637.75,0.05,7779.31,2201.54,Cardiff,Online Store,Loyalty Drive,38,4,1,2024-01-03,2024-01-05,Bank Transfer,Completed
ORD000033,C0303,Enterprise,2024-01-05,2024-01-01,P018,Networking,Access Point,5,305.79,0.2,1223.16,489.26,Glasgow,Direct,Back-to-Business,8,1,1,2024-01-05,2024-01-05,Bank Transfer,Completed
ORD000034,C0465,Startup,2024-01-05,2024-01-01,P030,Office Supply,Notebook Pro,2,224.55,0.05,426.64,199.67,Cardiff,Online Store,Flash Sale,73,12,0,2024-01-03,2024-01-05,Credit Card,Completed
ORD000035,C0104,SMB,2024-01-05,2024-01-01,P076,Software,Analytics Tool Pro,1,1839.69,0.0,1839.69,561.11,Leeds,Marketplace,Q4 Push,35,15,1,2024-01-04,2024-01-05,Credit Card,Completed
ORD000036,C0104,SMB,2024-01-05,2024-01-01,P050,Software,Analytics Tool Pro Pro Pro,3,3708.85,0.05,10570.22,3223.92,Leeds,Direct,Partner Week,29,7,1,2024-01-04,2024-01-05,Credit Card,Completed
ORD000037,C0465,Startup,2024-01-05,2024-01-01,P075,Software,Analytics Tool Pro Pro,1,2329.89,0.0,2329.89,710.62,Cardiff,Marketplace,New Year Deal,44,12,1,2024-01-03,2024-01-05,Bank Transfer,Refunded
ORD000038,C0303,Enterprise,2024-01-05,2024-01-01,P074,Networking,Cable Kit Pro Pro Pro,1,771.13,0.05,732.57,163.36,Glasgow,Online Store,Spring Promo,36,6,1,2024-01-05,2024-01-05,PayPal,Completed
ORD000039,C0303,Enterprise,2024-01-05,2024-01-01,P038,Software,Security Suite Pro,2,1336.32,0.0,2672.64,847.23,Glasgow,Partner,Loyalty Drive,65,21,0,2024-01-05,2024-01-05,PayPal,Completed
ORD000040,C0465,Startup,2024-01-05,2024-01-01,P062,Networking,Cable Kit Pro Pro Pro,1,621.71,0.05,590.62,131.71,Cardiff,Marketplace,Flash Sale,52,17,0,2024-01-03,2024-01-05,Bank Transfer,Completed
ORD000041,C0104,SMB,2024-01-05,2024-01-01,P065,Office Supply,Standing Desk Pro Pro,3,182.42,0.0,547.26,131.34,Leeds,Partner,Summer Sale,44,15,1,2024-01-04,2024-01-05,PayPal,Completed
ORD000042,C0381,Government,2024-01-05,2024-01-01,P018,Networking,Access Point,1,305.79,0.0,305.79,122.32,Leeds,Direct,Back-to-Business,72,31,1,2024-01-03,2024-01-05,PayPal,Completed
ORD000043,C0303,Enterprise,2024-01-05,2024-01-01,P043,Software,Analytics Tool Pro,3,1835.43,0.1,4955.66,1511.48,Glasgow,Direct,Summer Sale,67,15,1,2024-01-05,2024-01-05,Credit Card,Completed
ORD000044,C0104,SMB,2024-01-05,2024-01-01,P031,Cloud Services,CDN Package Pro,2,489.68,0.1,881.42,256.49,Leeds,Partner,Spring Promo,14,1,1,2024-01-04,2024-01-05,Bank Transfer,Completed
ORD000045,C0465,Startup,2024-01-05,2024-01-01,P066,Office Supply,Standing Desk Pro Pro Pro,4,211.9,0.0,847.6,203.42,Cardiff,Direct,Q4 Push,30,4,1,2024-01-03,2024-01-05,PayPal,Completed
ORD000046,C0104,SMB,2024-01-05,2024-01-01,P014,Software,Analytics Tool,1,1392.78,0.0,1392.78,424.8,Leeds,Direct,New Year Deal,28,7,1,2024-01-04,2024-01-05,Invoice,Completed
ORD000047,C0104,SMB,2024-01-05,2024-01-01,P062,Networking,Cable Kit Pro Pro Pro,2,621.71,0.05,1181.25,263.42,Leeds,Online Store,Loyalty Drive,6,2,1,2024-01-04,2024-01-05,PayPal,Pending
ORD000048,C0381,Government,2024-01-05,2024-01-01,P029,Office Supply,Standing Desk Pro,1,154.98,0.0,154.98,37.2,Leeds,Marketplace,Partner Week,39,10,1,2024-01-03,2024-01-05,PayPal,Completed
ORD000049,C0465,Startup,2024-01-05,2024-01-01,P045,Networking,Cable Kit Pro,1,384.92,0.0,384.92,85.84,Cardiff,Online Store,Loyalty Drive,19,7,0,2024-01-03,2024-01-05,Credit Card,Pending
ORD000050,C0104,SMB,2024-01-05,2024-01-01,P011,Office Supply,Organizer,1,179.1,0.05,170.14,74.01,Leeds,Direct,Summer Sale,35,15,1,2024-01-04,2024-01-05,Credit Card,Completed
ORD000051,C0381,Government,2024-01-05,2024-01-01,P014,Software,Analytics Tool,1,1392.78,0.15,1183.86,361.08,Leeds,Direct,Q4 Push,62,24,0,2024-01-03,2024-01-05,PayPal,Completed
ORD000052,C0381,Government,2024-01-05,2024-01-01,P079,Electronics,Laptop Pro,5,397.18,0.0,1985.9,667.26,Leeds,Direct,Q4 Push,24,8,0,2024-01-03,2024-01-05,Credit Card,Completed
ORD000053,C0465,Startup,2024-01-05,2024-01-01,P078,Cloud Services,Storage Plan Pro Pro,2,819.11,0.0,1638.22,666.76,Cardiff,Online Store,Back-to-Business,57,21,0,2024-01-03,2024-01-05,Credit Card,Completed
ORD000054,C0104,SMB,2024-01-05,2024-01-01,P055,Networking,Switch Pro,2,443.92,0.2,710.27,346.61,Leeds,Online Store,Partner Week,5,1,1,2024-01-04,2024-01-05,Credit Card,Completed
ORD000055,C0465,Startup,2024-01-05,2024-01-01,P008,Office Supply,Standing Desk,3,113.13,0.0,339.39,81.45,Cardiff,Online Store,Summer Sale,22,3,1,2024-01-03,2024-01-05,Bank Transfer,Completed
ORD000056,C0303,Enterprise,2024-01-06,2024-01-01,P020,Networking,Cable Kit,4,312.02,0.15,1060.87,236.57,Glasgow,Direct,Back-to-Business,26,9,1,2024-01-05,2024-01-06,Invoice,Completed
ORD000057,C0465,Startup,2024-01-06,2024-01-01,P011,Office Supply,Organizer,2,179.1,0.0,358.2,155.82,Cardiff,Partner,Loyalty Drive,35,8,1,2024-01-03,2024-01-06,PayPal,Completed
ORD000058,C0104,SMB,2024-01-06,2024-01-01,P013,Software,ERP Module,5,1134.0,0.15,4819.5,1363.92,Leeds,Online Store,New Year Deal,20,7,1,2024-01-04,2024-01-06,Bank Transfer,Completed
ORD000059,C0303,Enterprise,2024-01-06,2024-01-01,P025,Cloud Services,CDN Package Pro,3,445.74,0.0,1337.22,389.13,Glasgow,Online Store,Loyalty Drive,14,5,0,2024-01-05,2024-01-06,Bank Transfer,Completed
ORD000060,C0465,Startup,2024-01-06,2024-01-01,P079,Electronics,Laptop Pro,4,397.18,0.1,1429.85,480.43,Cardiff,Marketplace,Partner Week,60,12,1,2024-01-03,2024-01-06,Bank Transfer,Completed
ORD000061,C0410,SMB,2024-01-06,2024-01-01,P041,Software,Security Suite Pro,2,1776.12,0.1,3197.02,1013.46,Dublin,Marketplace,Organic / None,77,14,0,2024-01-06,2024-01-06,Credit Card,Completed
ORD000062,C0104,SMB,2024-01-06,2024-01-01,P027,Electronics,Webcam Pro,10,641.9,0.1,5777.1,1946.88,Leeds,Partner,Flash Sale,64,26,0,2024-01-04,2024-01-06,Invoice,Completed
ORD000063,C0410,SMB,2024-01-06,2024-01-01,P038,Software,Security Suite Pro,1,1336.32,0.0,1336.32,423.61,Dublin,Online Store,Loyalty Drive,51,10,0,2024-01-06,2024-01-06,PayPal,Completed
ORD000064,C0465,Startup,2024-01-06,2024-01-01,P063,Software,Analytics Tool Pro Pro,3,2068.97,0.0,6206.91,1893.11,Cardiff,Direct,New Year Deal,27,8,0,2024-01-03,2024-01-06,PayPal,Pending
ORD000065,C0104,SMB,2024-01-06,2024-01-01,P018,Networking,Access Point,2,305.79,0.0,611.58,244.63,Leeds,Marketplace,Spring Promo,40,8,0,2024-01-04,2024-01-06,Invoice,Completed
ORD000066,C0381,Government,2024-01-06,2024-01-01,P070,Office Supply,Standing Desk Pro Pro Pro,3,263.74,0.0,791.22,189.89,Leeds,Direct,New Year Deal,8,3,0,2024-01-03,2024-01-06,PayPal,Pending
ORD000067,C0381,Government,2024-01-06,2024-01-01,P043,Software,Analytics Tool Pro,1,1835.43,0.0,1835.43,559.81,Leeds,Partner,Spring Promo,35,15,0,2024-01-03,2024-01-06,Bank Transfer,Completed
ORD000068,C0104,SMB,2024-01-06,2024-01-01,P009,Office Supply,Notebook,2,153.37,0.05,291.4,136.38,Leeds,Marketplace,Organic / None,40,6,0,2024-01-04,2024-01-06,Credit Card,Completed
ORD000069,C0303,Enterprise,2024-01-06,2024-01-01,P047,Networking,Firewall Pro,10,415.46,0.15,3531.41,1126.52,Glasgow,Direct,Organic / None,55,11,1,2024-01-05,2024-01-06,Credit Card,Completed
ORD000070,C0104,SMB,2024-01-06,2024-01-01,P031,Cloud Services,CDN Package Pro,10,489.68,0.0,4896.8,1424.97,Leeds,Partner,Spring Promo,10,1,0,2024-01-04,2024-01-06,PayPal,Completed
ORD000071,C0104,SMB,2024-01-06,2024-01-01,P051,Software,CRM License Pro,3,1851.31,0.05,5276.23,1904.72,Leeds,Direct,Partner Week,75,19,1,2024-01-04,2024-01-06,PayPal,Completed
ORD000072,C0381,Government,2024-01-06,2024-01-01,P063,Software,Analytics Tool Pro Pro,1,2068.97,0.0,2068.97,631.04,Leeds,Online Store,Loyalty Drive,24,9,1,2024-01-03,2024-01-06,PayPal,Completed
ORD000073,C0381,Government,2024-01-06,2024-01-01,P007,Office Supply,Desk Chair,1,128.73,0.0,128.73,64.75,Leeds,Direct,Partner Week,38,15,1,2024-01-03,2024-01-06,Bank Transfer,Completed
ORD000074,C0104,SMB,2024-01-07,2024-01-01,P027,Electronics,Webcam Pro,3,641.9,0.0,1925.7,648.96,Leeds,Marketplace,New Year Deal,38,14,1,2024-01-04,2024-01-07,Bank Transfer,Completed
ORD000075,C0410,SMB,2024-01-07,2024-01-01,P040,Networking,Router Pro,5,468.48,0.0,2342.4,995.52,Dublin,Marketplace,New Year Deal,76,23,0,2024-01-06,2024-01-07,Bank Transfer,Completed
ORD000076,C0465,Startup,2024-01-07,2024-01-01,P042,Networking,Firewall Pro,2,407.55,0.0,815.1,260.02,Cardiff,Direct,Summer Sale,74,32,1,2024-01-03,2024-01-07,Credit Card,Completed
ORD000077,C0104,SMB,2024-01-07,2024-01-01,P008,Office Supply,Standing Desk,2,113.13,0.1,203.63,48.87,Leeds,Online Store,Partner Week,45,5,1,2024-01-04,2024-01-07,Credit Card,Completed
ORD000078,C0303,Enterprise,2024-01-07,2024-01-01,P033,Cloud Services,CDN Package Pro Pro,1,599.09,0.05,569.14,165.62,Glasgow,Online Store,Organic / None,51,12,0,2024-01-05,2024-01-07,PayPal,Completed
ORD000079,C0410,SMB,2024-01-07,2024-01-01,P041,Software,Security Suite Pro,4,1776.12,0.2,5683.58,1801.69,Dublin,Partner,Back-to-Business,65,13,1,2024-01-06,2024-01-07,Invoice,Completed
ORD000080,C0410,SMB,2024-01-07,2024-01-01,P001,Electronics,Laptop,2,264.83,0.05,503.18,169.07,Dublin,Marketplace,Partner Week,79,31,0,2024-01-06,2024-01-07,Credit Card,Completed
ORD000081,C0410,SMB,2024-01-07,2024-01-01,P067,Electronics,Monitor Pro,2,393.05,0.2,628.88,145.9,Dublin,Marketplace,Organic / None,38,15,0,2024-01-06,2024-01-07,Bank Transfer,Completed
ORD000082,C0381,Government,2024-01-07,2024-01-01,P007,Office Supply,Desk Chair,2,128.73,0.05,244.59,123.03,Leeds,Marketplace,New Year Deal,47,11,0,2024-01-03,2024-01-07,Credit Card,Completed
ORD000083,C0410,SMB,2024-01-07,2024-01-01,P011,Office Supply,Organizer,4,179.1,0.0,716.4,311.63,Dublin,Marketplace,Back-to-Business,9,3,1,2024-01-06,2024-01-07,Credit Card,Completed
ORD000084,C0410,SMB,2024-01-07,2024-01-01,P021,Cloud Services,Storage Plan,1,415.03,0.0,415.03,168.92,Dublin,Online Store,Spring Promo,54,6,1,2024-01-06,2024-01-07,Bank Transfer,Completed
ORD000085,C0104,SMB,2024-01-07,2024-01-01,P013,Software,ERP Module,2,1134.0,0.0,2268.0,641.84,Leeds,Direct,Spring Promo,33,12,0,2024-01-04,2024-01-07,Invoice,Completed
ORD000086,C0410,SMB,2024-01-07,2024-01-01,P027,Electronics,Webcam Pro,1,641.9,0.0,641.9,216.32,Dublin,Online Store,Loyalty Drive,46,15,0,2024-01-06,2024-01-07,Credit Card,Completed
ORD000087,C0381,Government,2024-01-07,2024-01-01,P040,Networking,Router Pro,2,468.48,0.0,936.96,398.21,Leeds,Direct,Back-to-Business,60,6,1,2024-01-03,2024-01-07,Bank Transfer,Completed
ORD000088,C0104,SMB,2024-01-07,2024-01-01,P044,Software,Analytics Tool Pro,3,1804.94,0.1,4873.34,1486.37,Leeds,Marketplace,Flash Sale,53,20,0,2024-01-04,2024-01-07,Credit Card,Completed
ORD000089,C0381,Government,2024-01-07,2024-01-01,P049,Networking,Cable Kit Pro Pro,1,538.12,0.0,538.12,120.0,Leeds,Online Store,New Year Deal,48,11,1,2024-01-03,2024-01-07,Credit Card,Pending
ORD000090,C0381,Government,2024-01-07,2024-01-01,P049,Networking,Cable Kit Pro Pro,1,538.12,0.15,457.4,102.0,Leeds,Online Store,Summer Sale,74,32,1,2024-01-03,2024-01-07,Invoice,Completed
ORD000091,C0104,SMB,2024-01-07,2024-01-01,P073,Networking,Switch Pro,2,380.83,0.0,761.66,371.69,Leeds,Marketplace,Loyalty Drive,10,3,1,2024-01-04,2024-01-07,Credit Card,Completed
ORD000092,C0465,Startup,2024-01-07,2024-01-01,P054,Software,ERP Module Pro,1,1378.64,0.1,1240.78,351.14,Cardiff,Marketplace,Organic / None,60,23,1,2024-01-03,2024-01-07,PayPal,Completed
ORD000093,C0303,Enterprise,2024-01-07,2024-01-01,P078,Cloud Services,Storage Plan Pro Pro,2,819.11,0.0,1638.22,666.76,Glasgow,Direct,Summer Sale,33,8,0,2024-01-05,2024-01-07,PayPal,Completed
ORD000094,C0465,Startup,2024-01-08,2024-01-08,P054,Software,ERP Module Pro,1,1378.64,0.0,1378.64,390.16,Cardiff,Online Store,New Year Deal,36,13,1,2024-01-03,2024-01-08,Bank Transfer,Completed
ORD000095,C0303,Enterprise,2024-01-08,2024-01-08,P026,Cloud Services,Compute Credits Pro,2,1029.88,0.2,1647.81,667.36,Glasgow,Marketplace,Back-to-Business,68,22,1,2024-01-05,2024-01-08,Credit Card,Pending
ORD000096,C0415,SMB,2024-01-08,2024-01-08,P012,Software,CRM License,3,1432.63,0.0,4297.89,1551.54,Leeds,Marketplace,Back-to-Business,45,6,1,2024-01-08,2024-01-08,Credit Card,Completed
ORD000097,C0415,SMB,2024-01-08,2024-01-08,P035,Office Supply,Organizer Pro,3,219.97,0.0,659.91,287.06,Leeds,Direct,Q4 Push,7,2,1,2024-01-08,2024-01-08,Credit Card,Completed
ORD000098,C0410,SMB,2024-01-08,2024-01-08,P037,Networking,Firewall Pro,4,388.49,0.0,1553.96,495.71,Dublin,Marketplace,New Year Deal,68,20,1,2024-01-06,2024-01-08,Bank Transfer,Completed
ORD000099,C0478,Enterprise,2024-01-08,2024-01-08,P060,Office Supply,Pen Set Pro,4,94.84,0.15,322.46,107.38,Leeds,Direct,Partner Week,12,1,1,2024-01-08,2024-01-08,Bank Transfer,Completed
ORD000100,C0104,SMB,2024-01-08,2024-01-08,P064,Networking,Cable Kit Pro Pro Pro,5,675.89,0.2,2703.56,602.89,Leeds,Marketplace,Spring Promo,60,15,1,2024-01-04,2024-01-08,Invoice,Completed
ORD000101,C0303,Enterprise,2024-01-08,2024-01-08,P016,Networking,Router,2,348.55,0.1,627.39,266.64,Glasgow,Marketplace,Spring Promo,6,1,1,2024-01-05,2024-01-08,Credit Card,Refunded
ORD000102,C0104,SMB,2024-01-08,2024-01-08,P011,Office Supply,Organizer,5,179.1,0.0,895.5,389.54,Leeds,Marketplace,New Year Deal,64,8,1,2024-01-04,2024-01-08,Invoice,Cancelled
ORD000103,C0415,SMB,2024-01-08,2024-01-08,P078,Cloud Services,Storage Plan Pro Pro,2,819.11,0.15,1392.49,566.74,Leeds,Marketplace,Back-to-Business,24,6,1,2024-01-08,2024-01-08,Invoice,Pending
ORD000104,C0415,SMB,2024-01-08,2024-01-08,P043,Software,Analytics Tool Pro,1,1835.43,0.0,1835.43,559.81,Leeds,Direct,Spring Promo,19,4,1,2024-01-08,2024-01-08,Bank Transfer,Completed
ORD000105,C0478,Enterprise,2024-01-08,2024-01-08,P030,Office Supply,Notebook Pro,2,224.55,0.0,449.1,210.18,Leeds,Online Store,Spring Promo,24,8,1,2024-01-08,2024-01-08,Credit Card,Completed
ORD000106,C0410,SMB,2024-01-08,2024-01-08,P046,Office Supply,Standing Desk Pro Pro,5,185.62,0.0,928.1,222.74,Dublin,Partner,Spring Promo,60,16,1,2024-01-06,2024-01-08,Credit Card,Completed
ORD000107,C0303,Enterprise,2024-01-08,2024-01-08,P024,Cloud Services,Backup Plan,5,478.69,0.05,2273.78,1011.83,Glasgow,Marketplace,New Year Deal,65,22,0,2024-01-05,2024-01-08,Bank Transfer,Refunded
ORD000108,C0410,SMB,2024-01-08,2024-01-08,P014,Software,Analytics Tool,2,1392.78,0.0,2785.56,849.6,Dublin,Direct,Flash Sale,38,3,0,2024-01-06,2024-01-08,Credit Card,Completed
ORD000109,C0104,SMB,2024-01-08,2024-01-08,P061,Electronics,Mouse Pro Pro,1,1009.82,0.0,1009.82,291.84,Leeds,Marketplace,Organic / None,23,4,1,2024-01-04,2024-01-08,Credit Card,Completed
ORD000110,C0415,SMB,2024-01-08,2024-01-08,P028,Electronics,Mouse Pro,1,703.38,0.0,703.38,203.28,Leeds,Marketplace,Summer Sale,21,7,0,2024-01-08,2024-01-08,Bank Transfer,Cancelled
ORD000111,C0104,SMB,2024-01-09,2024-01-08,P040,Networking,Router Pro,10,468.48,0.1,4216.32,1791.94,Leeds,Partner,Partner Week,12,1,0,2024-01-04,2024-01-09,Bank Transfer,Completed
ORD000112,C0465,Startup,2024-01-09,2024-01-08,P064,Networking,Cable Kit Pro Pro Pro,4,675.89,0.0,2703.56,602.89,Cardiff,Direct,Back-to-Business,61,14,1,2024-01-03,2024-01-09,Credit Card,Completed
ORD000113,C0415,SMB,2024-01-09,2024-01-08,P069,Networking,Cable Kit Pro,4,351.91,0.0,1407.64,313.9,Leeds,Marketplace,Spring Promo,36,14,1,2024-01-08,2024-01-09,Credit Card,Completed
ORD000114,C0465,Startup,2024-01-09,2024-01-08,P034,Office Supply,Desk Chair Pro Pro,2,213.63,0.0,427.26,214.91,Cardiff,Direct,Q4 Push,62,18,1,2024-01-03,2024-01-09,Invoice,Pending
ORD000115,C0381,Government,2024-01-09,2024-01-08,P001,Electronics,Laptop,10,264.83,0.1,2383.47,800.85,Leeds,Online Store,Back-to-Business,63,9,1,2024-01-03,2024-01-09,Credit Card,Completed
ORD000116,C0478,Enterprise,2024-01-09,2024-01-08,P047,Networking,Firewall Pro,5,415.46,0.0,2077.3,662.66,Leeds,Online Store,Flash Sale,31,10,1,2024-01-08,2024-01-09,Credit Card,Completed
ORD000117,C0233,SMB,2024-01-09,2024-01-08,P041,Software,Security Suite Pro,1,1776.12,0.05,1687.31,534.88,Bristol,Direct,Back-to-Business,43,6,0,2024-01-09,2024-01-09,Bank Transfer,Pending
ORD000118,C0381,Government,2024-01-09,2024-01-08,P026,Cloud Services,Compute Credits Pro,3,1029.88,0.0,3089.64,1251.3,Leeds,Online Store,Summer Sale,40,5,0,2024-01-03,2024-01-09,Bank Transfer,Completed
ORD000119,C0104,SMB,2024-01-09,2024-01-08,P062,Networking,Cable Kit Pro Pro Pro,1,621.71,0.0,621.71,138.64,Leeds,Marketplace,Partner Week,74,31,0,2024-01-04,2024-01-09,Bank Transfer,Completed
ORD000120,C0465,Startup,2024-01-09,2024-01-08,P037,Networking,Firewall Pro,1,388.49,0.15,330.22,105.34,Cardiff,Partner,Back-to-Business,69,23,1,2024-01-03,2024-01-09,Credit Card,Completed
ORD000121,C0415,SMB,2024-01-09,2024-01-08,P048,Software,Analytics Tool Pro Pro,1,2638.12,0.15,2242.4,683.93,Leeds,Marketplace,Organic / None,54,19,0,2024-01-08,2024-01-09,Bank Transfer,Completed
ORD000122,C0465,Startup,2024-01-09,2024-01-08,P030,Office Supply,Notebook Pro,1,224.55,0.0,224.55,105.09,Cardiff,Direct,Q4 Push,40,7,1,2024-01-03,2024-01-09,Bank Transfer,Completed
ORD000123,C0465,Startup,2024-01-09,2024-01-08,P027,Electronics,Webcam Pro,1,641.9,0.05,609.8,205.5,Cardiff,Online Store,Back-to-Business,34,12,1,2024-01-03,2024-01-09,Invoice,Completed
